,1,2,3,4,5,6,7,8
0,0.1643835616438356,0.2191780821917808,0.0958904109589041,0.2328767123287671,0.2191780821917808,0.0547945205479452,0.0136986301369863,
1,0.1917808219178082,0.273972602739726,0.2465753424657534,0.1232876712328767,0.0958904109589041,0.0273972602739726,0.0410958904109589,
2,0.3037974683544304,0.12658227848101267,0.20253164556962025,0.13924050632911392,0.12658227848101267,0.0759493670886076,0.02531645569620253,
3,0.1794871794871795,0.20512820512820512,0.24358974358974358,0.14102564102564102,0.11538461538461539,0.10256410256410256,,0.01282051282051282
4,0.2571428571428571,0.12857142857142856,0.2571428571428571,0.15714285714285714,0.14285714285714285,0.014285714285714285,0.02857142857142857,0.014285714285714285
5,0.2191780821917808,0.2328767123287671,0.1506849315068493,0.2054794520547945,0.1232876712328767,0.0684931506849315,,
6,0.14285714285714285,0.21428571428571427,0.10714285714285714,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.03571428571428571,
7,0.2608695652173913,0.14492753623188406,0.2318840579710145,0.14492753623188406,0.13043478260869565,0.07246376811594203,0.014492753623188406,
8,0.2894736842105263,0.10526315789473684,0.10526315789473684,0.23684210526315788,0.21052631578947367,,0.02631578947368421,0.02631578947368421
9,0.10810810810810811,0.24324324324324326,0.22972972972972974,0.21621621621621623,0.10810810810810811,0.08108108108108109,0.013513513513513514,
10,0.18571428571428572,0.2571428571428571,0.17142857142857143,0.14285714285714285,0.15714285714285714,0.08571428571428572,,
11,0.17857142857142858,0.25,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.03571428571428571,0.03571428571428571,
12,0.1111111111111111,0.1111111111111111,0.3055555555555556,0.19444444444444445,0.1111111111111111,0.08333333333333333,0.08333333333333333,
13,0.16417910447761194,0.13432835820895522,0.16417910447761194,0.26865671641791045,0.22388059701492538,0.029850746268656716,0.014925373134328358,
14,0.23809523809523808,0.2619047619047619,0.11904761904761904,0.14285714285714285,0.11904761904761904,0.11904761904761904,,
15,0.21621621621621623,0.1891891891891892,0.20270270270270271,0.17567567567567569,0.17567567567567569,0.013513513513513514,0.02702702702702703,
16,0.2692307692307692,0.19230769230769232,0.19230769230769232,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,
17,0.2727272727272727,0.22727272727272727,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.045454545454545456,
18,0.21052631578947367,0.18421052631578946,0.23684210526315788,0.15789473684210525,0.05263157894736842,0.07894736842105263,0.07894736842105263,
19,0.28205128205128205,0.1282051282051282,0.20512820512820512,0.1794871794871795,0.15384615384615385,0.02564102564102564,0.02564102564102564,
20,0.1323529411764706,0.17647058823529413,0.27941176470588236,0.19117647058823528,0.11764705882352941,0.058823529411764705,0.029411764705882353,0.014705882352941176
21,0.2153846153846154,0.13846153846153847,0.18461538461538463,0.18461538461538463,0.16923076923076924,0.06153846153846154,0.046153846153846156,
22,0.21951219512195122,0.2682926829268293,0.12195121951219512,0.17073170731707318,0.14634146341463414,0.04878048780487805,,0.024390243902439025
23,0.136986301369863,0.2465753424657534,0.1917808219178082,0.2328767123287671,0.1232876712328767,0.0547945205479452,0.0136986301369863,
24,0.23076923076923078,0.11538461538461539,0.23076923076923078,0.07692307692307693,0.2692307692307692,0.038461538461538464,0.038461538461538464,
25,0.15492957746478872,0.19718309859154928,0.2676056338028169,0.18309859154929578,0.09859154929577464,0.08450704225352113,0.014084507042253521,
26,0.1951219512195122,0.1951219512195122,0.23170731707317074,0.17073170731707318,0.15853658536585366,0.04878048780487805,,
27,0.12345679012345678,0.2222222222222222,0.20987654320987653,0.24691358024691357,0.16049382716049382,0.037037037037037035,,
28,0.2077922077922078,0.18181818181818182,0.2077922077922078,0.22077922077922077,0.1038961038961039,0.05194805194805195,0.025974025974025976,
29,0.21052631578947367,0.25,0.2236842105263158,0.13157894736842105,0.07894736842105263,0.09210526315789473,0.013157894736842105,
